id;tip;kod;ad;adres;telefon;il_kod;il_ad;ilce_kod;ilce_ad;mahalle_ad;lat;lon;hafta_ici;cumartesi;pazar;aktiflik;guncellenme_tarihi
3083;PTT_SUBE;4116;NEVŞEHİR MÜDÜRLÜĞÜ;İBRAHİMPAŞA MAHALLESİ ESKİ SANAYİ MEYDAN No: 61 MERKEZ NEVŞEHİR;03842136450;50;NEVŞEHİR;;;;38.623455;34.708538;08:30-12:30;KAPALI;KAPALI;1;2026-09-14 08:28:38
3082;PTT_SUBE;4756;ORTAHİSAR ŞUBESİ;ORTAHİSAR BELDESİ/ESKİ MAHALLESİ HÜSEYİN GALİP EFENDİ CADDE No: 2 ÜRGÜP NEVŞEHİR;03843433420;50;NEVŞEHİR;;;;38.622714;34.865699;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3080;PTT_SUBE;4290;SANAYİ  ŞUBESİ;SÜMER MAHALLESİ FEVZİ ÇAKMAK CADDE No: 80 A MERKEZ NEVŞEHİR;03842135530;50;NEVŞEHİR;;;;38.61509;34.698429;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3079;PTT_SUBE;4234;SULUSARAY ŞUBESİ;SULUSARAY BELDESİ/CUMHURİYET MAHALLESİ NEVŞEHİR CADDE No: 23 MERKEZ NEVŞEHİR;03842525150;50;NEVŞEHİR;;;;38.694990812;34.716966574;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3078;PTT_SUBE;4794;TATLARİN ACENTELİĞİ;TATLARIN BELDESİ/BALLIK MAHALLESİ POYRAZ CADDE No: 15 ACIGÖL NEVŞEHİR;03843246089;50;NEVŞEHİR;;;;38.63644497;34.46945784;09:00-12:00/13:00-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3077;PTT_SUBE;4796;TOPAKLI ACENTELİĞİ;TOPAKLI KÖYÜ/YENİ MEVKİİ KAYSERİ SOKAK No: 8 AVANOS NEVŞEHİR;03845512068;50;NEVŞEHİR;;;;39.003937;34.82711;09:00-12:00/13:00-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3076;PTT_SUBE;4256;UÇHİSAR ŞUBESİ;UÇHİSAR BELDESİ/TEKELLİ MAHALLESİ FATİH CADDE No: 4 MERKEZ NEVŞEHİR;03842192420;50;NEVŞEHİR;;;;38.62853397;34.80301692;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3074;PTT_SUBE;7506;YAZIHÜYÜK  ACENTELİĞİ;YAZIHÜYÜK BELDESİ/GÖKTÜRK MAHALLESİ M.AKİF ERSOY CADDE No: 16 DERİNKUYU NEVŞEHİR;03843936133;50;NEVŞEHİR;;;;38.343295263;34.636958426;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3101;PTT_SUBE;7390;ÇALIŞ  ACENTELİĞİ;TÜRKELİ BELDESİ/ORTA MAHALLESİ ATATÜRK CADDE No: 51 AVANOS NEVŞEHİR;03840000000;50;NEVŞEHİR;;;;38.98449;34.86763296;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3100;PTT_SUBE;4265;ÇARŞI  ŞUBESİ;YENİ MAHALLESİ DİRİLİŞ BULVAR No: 4 MERKEZ NEVŞEHİR;03842136451;50;NEVŞEHİR;;;;38.62752;34.720265;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3099;PTT_SUBE;4804;ÇAT ACENTELİĞİ;ÇAT BELDESİ/15 TEMMUZ MAHALLESİ ŞEHİT HAKAN AZKIN CADDE No: 5 MERKEZ NEVŞEHİR;03842566030;50;NEVŞEHİR;;;;38.678521;34.656723;09:00-12:00/13:00-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3081;PTT_SUBE;4377;ÖZKONAK ŞUBESİ;ÖZKONAK BELDESİ/CAMİ-KEBİR MAHALLESİ RAGIP ÜNER SOKAK No: 84 A AVANOS NEVŞEHİR;03845135420;50;NEVŞEHİR;;;;38.812856464;34.842817819;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3075;PTT_SUBE;4348;ÜRGÜP MERKEZ MÜDÜRLÜĞÜ;CUMHURİYET MAHALLESİ KAZIM KARABEKİR-1 CADDE No: 2 ÜRGÜP NEVŞEHİR;03843414555;50;NEVŞEHİR;;;;38.631715;34.912207;08:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3141;PTT_SUBE;5425;ADLİYE  ŞUBESİ;ŞAHSÜLEYMAN MAHALLESİ EMİN ERİŞİRGİL BULVAR No: 35 /1 MERKEZ NİĞDE;03882326205;51;NİĞDE;;;;37.970947;34.685794;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3140;PTT_SUBE;4933;ALAY ACENTELİĞİ;ALAY BELDESİ/HÜRRİYET MAHALLESİ ALAY CADDE No: 2 C MERKEZ NİĞDE;03882713085;51;NİĞDE;;;;38.25342999;34.70353488;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3139;PTT_SUBE;3812;ALTUNHİSAR MÜDÜRLÜĞÜ;ORTA MAHALLESİ TAHİRİ SOKAK No: 2 ALTUNHİSAR NİĞDE;03886112144;51;NİĞDE;;;;37.999510658;34.370595906;08:30-12:30;KAPALI;KAPALI;1;2026-09-14 08:28:38
3138;PTT_SUBE;4882;ATASANAYİ  ŞUBESİ;NAR MAHALLESİ ATASANAYİ -YÜZYIL SOKAK No: 50 MERKEZ NİĞDE;03882320669;51;NİĞDE;;;;37.983177;34.716747;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3137;PTT_SUBE;4941;BAĞLAMA ACENTELİĞİ;BAĞLAMA BELDESİ/CUMHURİYET MAHALLESİ HACI ABDULLAH SOKAK No: 2 MERKEZ NİĞDE;03882794366;51;NİĞDE;;;;38.239925;34.661059;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3136;PTT_SUBE;3792;BOR MÜDÜRLÜĞÜ;SELÇUK MAHALLESİ ÇAKMAK SOKAK No: 5 BOR NİĞDE;03883117400;51;NİĞDE;;;;37.894740466;34.561797559;08:30-12:30;KAPALI;KAPALI;1;2026-09-14 08:28:38
3135;PTT_SUBE;7861;BOZKÖY ACENTELİĞİ;BOZKÖY BELDESİ/YEŞİLYURT MAHALLESİ ATATÜRK MEYDAN No: 17 C ÇİFTLİK NİĞDE;03884112600;51;NİĞDE;;;;38.23550001;34.48338804;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3134;PTT_SUBE;4902;CUMHURİYET  ŞUBESİ;ŞAHSÜLEYMAN MAHALLESİ FAİK ŞAHENK BULVAR No: 29 MERKEZ NİĞDE;03882326211;51;NİĞDE;;;;37.974832;34.685421;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3129;PTT_SUBE;8339;DEĞİRMENLİ ACENTELİĞİ;DEĞİRMENLİ BELDESİ/ORTA MAHALLESİ NİĞDE CADDE No: 35 A MERKEZ NİĞDE;0;51;NİĞDE;;;;38.041446;34.900615;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3127;PTT_SUBE;4934;DÜNDARLI ACENTELİĞİ;DÜNDARLI BELDESİ/ZAFER MAHALLESİ ERCİYES CADDE No: 28 MERKEZ NİĞDE;03882597338;51;NİĞDE;;;;38.092919;35.192369;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3128;PTT_SUBE;6158;DİVARLI ACENTELİĞİ;DİVARLI BELDESİ/ALPASLAN MAHALLESİ KAVAKLIOĞLU SOKAK No: 11 ÇİFTLİK NİĞDE;03884231203;51;NİĞDE;;;;38.22272901;34.45428492;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3126;PTT_SUBE;4872;EDİKLİ ŞUBESİ;EDİKLİ BELDESİ/FEVZİPAŞA MAHALLESİ ATATÜRK CADDE No: 6 B MERKEZ NİĞDE;03882624400;51;NİĞDE;;;;38.241737;34.95271;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3125;PTT_SUBE;4892;GÖLCÜK ŞUBESİ;YEŞİLGÖLCÜK BELDESİ/CUMHURİYET MAHALLESİ ESKİ YOL CADDE No: 66 /1 MERKEZ NİĞDE;03882645100;51;NİĞDE;;;;38.22611796;34.77697596;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3124;PTT_SUBE;4936;GÜMÜŞLER ACENTELİĞİ;GÜMÜŞLER BELDESİ/YENİ GÜMÜŞ MAHALLESİ DURMUŞ SİPAHİOĞLU CADDE No: 2 MERKEZ NİĞDE;03882352147;51;NİĞDE;;;;37.990869;34.768198;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3123;PTT_SUBE;7902;HACIABDULLAH ACENTELİĞİ;HACIABDULLAH BELDESİ/YENİ MAHALLESİ CUMHURİYET CADDE No: 39 /1 MERKEZ NİĞDE;03882772069;51;NİĞDE;;;;38.173485;34.634757;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3121;PTT_SUBE;7347;KARAATLI ACENTELİĞİ;KARAATLI BELDESİ/ZAFER MAHALLESİ İSTİKLAL CADDE No: 61 A MERKEZ NİĞDE;03882515148;51;NİĞDE;;;;38.134343;34.967554;09:00-12:30/13:30-16:30;KAPALI;KAPALI;1;2026-09-14 08:28:38
3120;PTT_SUBE;131;KARAKAPI ACENTELİĞİ;KARAKAPI BELDESİ/CUMHURİYET MAHALLESİ ATATÜRK BULVAR No: 18 ALTUNHİSAR NİĞDE;03886330242;51;NİĞDE;;;;38.056624;34.157613;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3118;PTT_SUBE;4894;KEMERHİSAR ŞUBESİ;KEMERHİSAR BELDESİ/HAN MAHALLESİ NİHAT TİMUR BULVARI BULVAR No: 166 BOR NİĞDE;03883292400;51;NİĞDE;;;;37.826638;34.571576;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3119;PTT_SUBE;6444;KEÇİKALESİ ACENTELİĞİ;KEÇİKALESİ BELDESİ/SELÇUK MAHALLESİ VATAN CADDE No: 4 ALTUNHİSAR NİĞDE;03886197005;51;NİĞDE;;;;38.06064297;34.12208304;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3115;PTT_SUBE;4876;KONAKLI ŞUBESİ;KONAKLI BELDESİ/CUMHURİYET MAHALLESİ SELANİK CADDE No: 42 /1 MERKEZ NİĞDE;03882483400;51;NİĞDE;;;;38.175983;34.840736;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3114;PTT_SUBE;5434;KULA ACENTELİĞİ;KULA KÖYÜ/YUKARI MEVKİ MEVKİİ YUKARI MEVKİ KÜME EVLER No: 153 ÇİFTLİK NİĞDE;03884112600;51;NİĞDE;;;;38.168608452;34.446317612;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3117;PTT_SUBE;7450;KİLEDERE  ACENTELİĞİ;KİLEDERE BELDESİ/HÜRRİYET MAHALLESİ SÜMER SOKAK No: 37 MERKEZ NİĞDE;03882362250;51;NİĞDE;;;;38.30585598;34.68872304;09:00-12:30/12:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3116;PTT_SUBE;4912;KİTRELİ ACENTELİĞİ;KİTRELİ KÖYÜ/ULUCAMİ MEVKİİ ABDULLAH ŞENER SOKAK No: 3 A ÇİFTLİK NİĞDE;03884134041;51;NİĞDE;;;;38.16870003;34.34973084;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3113;PTT_SUBE;4884;MEYDAN ŞUBESİ;İNÖNÜ MAHALLESİ AYHAN ŞAHENK BULVAR No: 23 B MERKEZ NİĞDE;03882326206;51;NİĞDE;;;;37.971732;34.677743;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3112;PTT_SUBE;8515;NİĞDE DAĞITIM VE TOPLAMA MÜDÜRLÜĞÜ;İLHANLI MAHALLESİ 10. SOKAK No: 5 MERKEZ NİĞDE;0;51;NİĞDE;;;;37.971074;34.695404;08:00-20:00/-;08:00-20:00/-;08:00-20:00/-;1;2026-09-14 08:28:38
3111;PTT_SUBE;3785;NİĞDE MÜDÜRLÜĞÜ;YUKARI KAYABAŞI MAHALLESİ DR.SAMİ YAĞIZ CADDE No: 2 MERKEZ NİĞDE;03882326217;51;NİĞDE;;;;37.968536;34.675418;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3110;PTT_SUBE;7175;ORHANLI ACENTELİĞİ;ORHANLI BELDESİ/FATİH MAHALLESİ CUMHURİYET CADDE No: 112 MERKEZ NİĞDE;03882668002;51;NİĞDE;;;;38.29941603;34.88653188;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3109;PTT_SUBE;4935;SAZLICA ACENTELİĞİ;SAZLICA BELDESİ/AŞAĞI MAHALLESİ ATATÜRK CADDE No: 107 MERKEZ NİĞDE;03882434244;51;NİĞDE;;;;37.898788;34.635916;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3108;PTT_SUBE;3799;ULUKIŞLA MÜDÜRLÜĞÜ;KEMALPAŞA MAHALLESİ YAKUP ÜNAL_1 CADDE No: 8 A ULUKIŞLA NİĞDE;03885112222;51;NİĞDE;;;;37.546517;34.480737;08:30-12:30;KAPALI;KAPALI;1;2026-09-14 08:28:38
3107;PTT_SUBE;4913;YAKACIK ACENTELİĞİ;YAKACIK KÖYÜ/CUMHURİYET MEVKİİ İNKILAP SOKAK No: 3 ALTUNHİSAR NİĞDE;03886134010;51;NİĞDE;;;;38.02498497;34.33762116;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3133;PTT_SUBE;3789;ÇAMARDI MÜDÜRLÜĞÜ;BEREKETLİ MAHALLESİ VEZİR SOKAK No: 3 ÇAMARDI NİĞDE;03887112001;51;NİĞDE;;;;37.831786003;34.987187027;08:30-12:30;KAPALI;KAPALI;1;2026-09-14 08:28:38
3130;PTT_SUBE;4907;ÇUKURKUYU ACENTELİĞİ;ÇUKURKUYU BELDESİ/TÜRKMEN YURDU MAHALLESİ ATATÜRK MEYDAN No: 12 A BOR NİĞDE;03883214079;51;NİĞDE;;;;37.868474;34.334671;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3132;PTT_SUBE;4905;ÇİFTEHAN ACENTELİĞİ;ÇİFTEHAN KÖYÜ/CUMHURİYET MEVKİİ TURGUT ÖZAL SOKAK No: 6 ULUKIŞLA NİĞDE;03885112111;51;NİĞDE;;;;37.51105401;34.77041316;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3131;PTT_SUBE;3804;ÇİFTLİK MÜDÜRLÜĞÜ;ÇARŞI MAHALLESİ NİĞDE CADDE No: 1 B ÇİFTLİK NİĞDE;03884112600;51;NİĞDE;;;;38.174896;34.486259;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3122;PTT_SUBE;7596;İLHANLI  ŞUBESİ;İLHANLI MAHALLESİ AYDINLIK CADDE No: 60 A MERKEZ NİĞDE;03882326225;51;NİĞDE;;;;37.966665;34.695179214;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:38
3186;PTT_SUBE;574;ADLİYE SARAYI  ŞUBESİ;KARŞIYAKA MAHALLESİ ATATÜRK BULVAR No: 504 ALTINORDU ORDU;04522330997;52;ORDU;;;;40.975255;37.91911;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3185;PTT_SUBE;7399;AKKUŞ MÜDÜRLÜĞÜ;SUBAŞI MAHALLESİ İSTİKLAL CADDE No: 146 AKKUŞ ORDU;04526112435;52;ORDU;;;;40.790435833;37.017254051;08:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3184;PTT_SUBE;721;AKYAZI  ŞUBESİ;AKYAZI MAHALLESİ ALİ RIZA GÜRSOY CADDE No: 19 B ALTINORDU ORDU;04522501574;52;ORDU;;;;40.977785;37.912989;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3183;PTT_SUBE;8570;ALANKENT ŞUBESİ;ALANKENT MAHALLESİ TEPE (YAKACIK) SOKAK No: 1 /1 KABATAŞ ORDU;0;52;ORDU;;;;40.743713;37.392413;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3182;PTT_SUBE;231;ALTINORDU MÜDÜRLÜĞÜ;BAHÇELİEVLER MAHALLESİ ATATÜRK BULVAR No: 249 ALTINORDU ORDU;04528888041;52;ORDU;;;;40.978499;37.898318;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3181;PTT_SUBE;3409;AYBASTI PTT MÜDÜRLÜĞÜ;ESENLİ MAHALLESİ ATATÜRK CADDE No:3 AYBASTI ORDU;04527141443;52;ORDU;;;;40.684102;37.399889;08:30-17:00 / 13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3180;PTT_SUBE;3829;AYDOĞAN ACENTELİĞİ;AYDOĞAN MAHALLESİ BİRLİK CADDE No: 96 GÖLKÖY ORDU;04527412454;52;ORDU;;;;40.680657358;37.517740402;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3179;PTT_SUBE;3975;AZİZİYE ACENTELİĞİ;AZİZİYE MAHALLESİ AZİZİYE SOKAK No: 10 PERŞEMBE ORDU;05413827999;52;ORDU;;;;41.103828;37.70157096;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3178;PTT_SUBE;3929;BOLAMAN  ŞUBESİ;BOLAMAN MAHALLESİ MAZHAR YEREBASMAZ CADDE No: 464 FATSA ORDU;04524412120;52;ORDU;;;;41.027333696;37.570829632;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3173;PTT_SUBE;3822;DİREKLİ ACENTELİĞİ;DİREKLİ MAHALLESİ FATSA CADDE No: 44 GÖLKÖY ORDU;04528244042;52;ORDU;;;;40.74587802;37.51424712;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3172;PTT_SUBE;6603;FATSA MÜDÜRLÜĞÜ;MUSTAFAKEMALPAŞA MAHALLESİ ATA CADDE No: 7 FATSA ORDU;04524239993;52;ORDU;;;;41.032155;37.496837;08:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3171;PTT_SUBE;7795;FEVZİ ÇAKMAK  ŞUBESİ;LİSELER MAHALLESİ ADLİYE 2. SOKAK No: 1 A ÜNYE ORDU;04523232895;52;ORDU;;;;41.122832739;37.288891509;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3170;PTT_SUBE;3811;GÖLKÖY MÜDÜRLÜĞÜ;KUŞLUVAN MAHALLESİ CENGİZ TOPEL SOKAK No: 14 A GÖLKÖY ORDU;04527412456;52;ORDU;;;;40.68828137;37.618560932;08:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3169;PTT_SUBE;631;GÜLYALI  ŞUBESİ;ÜRÜMBEY MAHALLESİ ORDU CADDE No: 157 A GÜLYALI ORDU;04528112122;52;ORDU;;;;40.9662;38.05813;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3168;PTT_SUBE;840;GÜRGENTEPE MÜDÜRLÜĞÜ;AKYURT MAHALLESİ 23 NİSAN CADDE No: 1 GÜRGENTEPE ORDU;04528212122;52;ORDU;;;;40.79223;37.59616;08:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3167;PTT_SUBE;3816;GÜZELYURT  ŞUBESİ;GÜZELYURT MAHALLESİ GÜZELYURT GÖLKÖY CADDE No: 2 D GÖLKÖY ORDU;04527536120;52;ORDU;;;;40.70521602;37.48521708;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3166;PTT_SUBE;4056;HATİPLİ ACENTELİĞİ;KARGUCAK MAHALLESİ VATAN CADDE No: 23 FATSA ORDU;04524473002;52;ORDU;;;;40.94953299;37.35014508;09:00-12:00/13:00-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3165;PTT_SUBE;3842;IŞIKTEPE ACENTELİĞİ;IŞIKTEPE MAHALLESİ SIVAS CADDE No: 61 GÜRGENTEPE ORDU;05377245296;52;ORDU;;;;40.81946598;37.52917812;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3162;PTT_SUBE;636;KABADÜZ  ŞUBESİ;KABADÜZ MAHALLESİ CUMHURİYET CADDE No: 56 KABADÜZ ORDU;04528412122;52;ORDU;;;;40.859544;37.890266;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3161;PTT_SUBE;8569;KABATAŞ ŞUBESİ;MERKEZ MAHALLESİ BELEDİYE MEYDAN No:19 KABATAŞ ORDU;0;52;ORDU;;;;40.750817;37.450101;08:30-12:30 / 13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3160;PTT_SUBE;3431;KORGAN MÜDÜRLÜĞÜ;TEPE MAHALLESİ MERKEZ CADDE No: 81 A KORGAN ORDU;04526712122;52;ORDU;;;;40.826469775;37.345994304;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3159;PTT_SUBE;6613;KUMRU MÜDÜRLÜĞÜ;KARACALI MAHALLESİ ÖMER ASIM KUMRU CADDE No: 2 KUMRU ORDU;04526412122;52;ORDU;;;;40.87215;37.26024;08:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3158;PTT_SUBE;3413;MEDRESEÖNÜ ŞUBESİ;MEDRESEÖNÜ MAHALLESİ SAHİL (DOĞANLI) CADDE No: 101 PERŞEMBE ORDU;04525376120;52;ORDU;;;;41.083595512;37.630952808;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3157;PTT_SUBE;6342;MESUDİYE MÜDÜRLÜĞÜ;MERKEZ MAHALLESİ ATATÜRK CADDE No: 7 MESUDİYE ORDU;04527612122;52;ORDU;;;;40.4601;37.77601;08:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3156;PTT_SUBE;3767;ORDU DAĞITIM TOPLAMA MERKEZ  MÜDÜRLÜĞÜ;BAHÇELİEVLER MAHALLESİ 296 SOKAK No: 1 /1 ALTINORDU ORDU;04528888042;52;ORDU;;;;40.979267296;37.898291269;08:30-12:30/13:30-17:00;08:30-13:00/-;KAPALI;1;2026-09-14 08:28:39
3155;PTT_SUBE;204;ORDU MÜDÜRLÜĞÜ;DÜZ MAHALLESİ HÜKÜMET CADDE No: 32 ALTINORDU ORDU;04522233032;52;ORDU;;;;40.984763;37.87739;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3154;PTT_SUBE;641;ORGANİZE SANAYİ BÖLGESİ ŞUBESİ;KARAPINAR MAHALLESİ 1153 SOKAK No: 4 A ALTINORDU ORDU;04522336831;52;ORDU;;;;40.9739;37.928907;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3153;PTT_SUBE;3412;PERŞEMBE MÜDÜRLÜĞÜ;KOZAĞZI MAHALLESİ ATATÜRK BULVAR No: 292 A PERŞEMBE ORDU;04525171122;52;ORDU;;;;41.06845;37.77139;08:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3152;PTT_SUBE;3944;SAHİL  ŞUBESİ;DUMLUPINAR MAHALLESİ REŞADİYE CADDE No: 95 FATSA ORDU;04524233020;52;ORDU;;;;41.02859;37.50522;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3151;PTT_SUBE;7400;SALMAN  ŞUBESİ;SALMAN MAHALLESİ SALMAN CADDE No: 4 AKKUŞ ORDU;04526145120;52;ORDU;;;;40.868415;36.821601;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3150;PTT_SUBE;3823;TEKKİRAZ  ŞUBESİ;TEKKİRAZ MAHALLESİ DEDEAĞA CADDE No: 6 ÜNYE ORDU;04523435120;52;ORDU;;;;40.981173;37.156643;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3149;PTT_SUBE;3467;TEPEALAN  ŞUBESİ;TEPEALAN MAHALLESİ HEKİMOĞLU CADDE No: 45 KORGAN ORDU;04526815414;52;ORDU;;;;40.743017;37.309857;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3148;PTT_SUBE;3890;TOPÇAM ACENTELİĞİ;TOPÇAM MAHALLESİ TOPÇAM DURSUNLU CADDE No: 7 MESUDİYE ORDU;04527612131;52;ORDU;;;;40.620978;37.779848;08:30-12:30/13:30-16:30;KAPALI;KAPALI;1;2026-09-14 08:28:39
3147;PTT_SUBE;3065;ULUBEY MÜDÜRLÜĞÜ;ÇATALLI MAHALLESİ YAHYA ARCAN SOKAK No: 12 ULUBEY ORDU;04528613422;52;ORDU;;;;40.874408796;37.762587267;08:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3145;PTT_SUBE;3937;YALIKÖY  ŞUBESİ;YALIKÖY MAHALLESİ ATATÜRK (YALIKÖY) CADDE No: 4 FATSA ORDU;04524452120;52;ORDU;;;;41.062914;37.61586792;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3144;PTT_SUBE;650;YENİMAHALLE  ŞUBESİ;YENİ MAHALLESİ 308 SOKAK No: 4 A ALTINORDU ORDU;04522334455;52;ORDU;;;;40.980543;37.886101;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3143;PTT_SUBE;7678;YEŞİLCE  ACENTELİĞİ;YEŞİLCE MAHALLESİ YEŞİLCE CADDE No: 2 MESUDİYE ORDU;05324472533;52;ORDU;;;;40.542191;37.802285;09:00-12:30/13:30-16:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3142;PTT_SUBE;1016;YOKUŞDİBİ ACENTELİĞİ;YOKUŞDİBİ MAHALLESİ GAZİ MUSTAFA KEMAL CADDE No: 65 KABADÜZ ORDU;04528435010;52;ORDU;;;;40.76371098;37.935378;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3177;PTT_SUBE;3802;ÇAMAŞ  ŞUBESİ;TAŞOLUK MAHALLESİ FATSA CADDE No: 64 ÇAMAŞ ORDU;04524812122;52;ORDU;;;;40.90221758;37.528534923;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
3176;PTT_SUBE;7006;ÇAMBAŞI ACENTELİĞİ;MUSAKIRIK MAHALLESİ 113. SOKAK No: 3 KABADÜZ ORDU;04528412053;52;ORDU;;;;40.625715;37.963987;09:00-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-14 08:28:39
